"Laikotarpis","Rodiklis","Administracinė teritorija","Gyvenamoji vietovė","Matavimo vienetai","Reikšmė"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas ir kaimas","asmenys","19077"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas","asmenys","6061"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Kaimas","asmenys","13016"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas ir kaimas","asmenys","18667"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas","asmenys","5899"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Kaimas","asmenys","12768"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas ir kaimas","asmenys","18122"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas","asmenys","5658"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Kaimas","asmenys","12464"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas ir kaimas","asmenys","17599"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas","asmenys","5548"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Kaimas","asmenys","12051"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas ir kaimas","asmenys","17278"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas","asmenys","5521"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Kaimas","asmenys","11757"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas ir kaimas","asmenys","16974"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas","asmenys","5455"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Kaimas","asmenys","11519"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas ir kaimas","asmenys","16714"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Miestas","asmenys","5365"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Molėtų r. sav.","Kaimas","asmenys","11349"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas ir kaimas","asmenys","40188"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas","asmenys","27150"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Kaimas","asmenys","13038"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas ir kaimas","asmenys","39352"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas","asmenys","26882"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Kaimas","asmenys","12470"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas ir kaimas","asmenys","38373"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas","asmenys","26207"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Kaimas","asmenys","12166"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas ir kaimas","asmenys","37634"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas","asmenys","25634"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Kaimas","asmenys","12000"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas ir kaimas","asmenys","37277"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas","asmenys","25406"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Kaimas","asmenys","11871"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas ir kaimas","asmenys","37118"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas","asmenys","25359"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Kaimas","asmenys","11759"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas ir kaimas","asmenys","36921"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Miestas","asmenys","25123"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Utenos r. sav.","Kaimas","asmenys","11798"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas ir kaimas","asmenys","20053"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas","asmenys","19925"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Kaimas","asmenys","128"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas ir kaimas","asmenys","19543"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas","asmenys","19401"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Kaimas","asmenys","142"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas ir kaimas","asmenys","18888"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas","asmenys","18732"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Kaimas","asmenys","156"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas ir kaimas","asmenys","18531"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas","asmenys","18345"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Kaimas","asmenys","186"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas ir kaimas","asmenys","18327"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas","asmenys","18112"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Kaimas","asmenys","215"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas ir kaimas","asmenys","18210"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas","asmenys","17985"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Kaimas","asmenys","225"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas ir kaimas","asmenys","17994"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Miestas","asmenys","17760"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Visagino sav.","Kaimas","asmenys","234"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas ir kaimas","asmenys","16828"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas","asmenys","7284"
"2015","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Kaimas","asmenys","9544"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas ir kaimas","asmenys","16429"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas","asmenys","7144"
"2016","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Kaimas","asmenys","9285"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas ir kaimas","asmenys","15891"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas","asmenys","6915"
"2017","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Kaimas","asmenys","8976"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas ir kaimas","asmenys","15485"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas","asmenys","6775"
"2018","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Kaimas","asmenys","8710"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas ir kaimas","asmenys","15114"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas","asmenys","6646"
"2019","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Kaimas","asmenys","8468"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas ir kaimas","asmenys","14807"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas","asmenys","6552"
"2020","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Kaimas","asmenys","8255"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas ir kaimas","asmenys","14442"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Miestas","asmenys","6365"
"2021","Nuolatinių gyventojų skaičius liepos 1 d.","Zarasų r. sav.","Kaimas","asmenys","8077"
